slug,center_lat,center_lon,zoom
p165-tanjung-piai-johor,1.448758,103.41044,9.64544210208042
p166-labuan-wp-labuan,5.287893,115.224894,10.512970995034848
p167-kudat-sabah,6.94458,117.09226,8.459690172755764
p168-kota-marudu-sabah,6.564565,116.8479,8.683265402958043
p169-kota-belud-sabah,6.362267,116.481215,8.71133738064634
p170-tuaran-sabah,6.06725,116.321915,9.21132431103661
p171-sepanggar-sabah,6.02456,116.198625,10.3368707420003
p172-kota-kinabalu-sabah,5.96592,116.087035,12.169131160536777
p173-putatan-sabah,6.01881,115.83193,9.603492084415214
p174-penampang-sabah,5.845125,116.2004,10.404808527540192
p175-papar-sabah,5.711345,116.087345,10.05295561074377
p176-kimanis-sabah,5.509035,115.865665,9.646667373228166
p177-beaufort-sabah,5.491935,115.640965,9.245680967546114
p178-sipitang-sabah,4.776245,115.659445,7.825298995791752
p179-ranau-sabah,5.901085,116.820795,8.486398492025344
p180-keningau-sabah,5.56784,116.2992,8.716804240977556
p181-tenom-sabah,4.917755,115.95493,8.14566660616972
p182-pensiangan-sabah,4.92104,116.52227,7.856044851632361
p183-beluran-sabah,6.138315,117.298285,7.920469465954348
p184-libaran-sabah,5.937135,117.861255,9.288463978962588
p185-batu-sapi-sabah,5.73717,117.912325,10.136611252398788
p186-sandakan-sabah,5.86276,118.102735,12.474324509924656
p187-kinabatangan-sabah,5.19507,117.692892,7.8343473526032765
p188-silam-sabah,4.98101,118.36827,8.283778888711053
p189-semporna-sabah,4.418795,118.59541,8.93309566595591
p190-tawau-sabah,4.424735,118.118645,9.527668897261886
p191-kalabakan-sabah,4.47278,117.45655,8.897732641664298
p192-mas-gading-sarawak,1.538181,109.939353,9.110246330552735
p193-santubong-sarawak,1.787126,110.032183,9.008042993139753
p194-petra-jaya-sarawak,1.571243,110.288353,11.372816240138432
p195-bandar-kuching-sarawak,1.540099,110.359656,12.072054489154572
p196-stampin-sarawak,1.463922,110.305093,10.753376810645566
p197-kota-samarahan-sarawak,1.419086,110.489877,9.591644355640382
p198-puncak-borneo-sarawak,1.269416,110.350158,9.39804415446749
p199-serian-sarawak,1.046876,110.547158,9.576290894362565
p200-batang-sadong-sarawak,1.363251,110.759178,9.532718015044471
p201-batang-lupar-sarawak,1.496041,111.100288,9.090082844719092
p202-sri-aman-sarawak,1.166301,111.191523,9.288463978962588
p203-lubok-antu-sarawak,1.282611,111.853958,8.961103128544178
p204-betong-sarawak,1.514676,111.485513,9.774137416043507
p205-saratok-sarawak,1.828016,111.370083,9.473708923551996
p206-tanjong-manis-sarawak,2.385176,111.392698,8.502999022112455
p207-igan-sarawak,2.538926,111.620523,8.861626574865056
p208-sarikei-sarawak,2.121526,111.616703,9.940519195838549
p209-julau-sarawak,1.814681,111.823581,9.187940283684245
p210-kanowit-sarawak,1.916926,112.223498,9.06176911878039
p211-lanang-sarawak,2.168736,111.952313,10.132071072440354
p212-sibu-sarawak,2.432896,111.891648,9.082997788009823
p213-mukah-sarawak,2.762901,112.264973,8.988638713622699
p214-selangau-sarawak,2.590362,112.735788,8.397181378092156
p215-kapit-sarawak,1.875601,112.656393,8.410377114731716
p216-hulu-rajang-sarawak,2.377791,114.04809,7.010105707547341
p217-bintulu-sarawak,3.291831,113.374608,7.932519878166576
p218-sibuti-sarawak,4.033086,113.867623,8.89022883524828
p219-miri-sarawak,4.416971,114.084078,9.70929691434584
p220-baram-sarawak,3.615028,114.806989,7.323533264412585
p221-limbang-sarawak,4.353185,115.141784,8.108671157468317
p222-lawas-sarawak,4.454368,115.413736,8.129266281779556
