state,parlimen,code_parlimen,dun,code_dun,area_compute,area_gazette,diff,diff_perc
Kelantan,P.021 Kota Bharu,P.021,N.09 Kota Lama,N.09,5.1,5,0.1,2.0
Selangor,P.096 Kuala Selangor,P.096,N.10 Bukit Melawati,N.10,158.0,155,3.0,1.94
Kelantan,P.026 Ketereh,P.026,N.24 Kadok,N.24,36.7,36,0.7,1.94
Johor,P.161 Pulai,P.161,N.47 Kempas,N.47,21.4,21,0.4,1.9
Negeri Sembilan,P.132 Port Dickson,P.132,N.29 Chuah,N.29,113.1,111,2.1,1.89
Kelantan,P.022 Pasir Mas,P.022,N.13 Meranti,N.13,92.7,91,1.7,1.87
Melaka,P.137 Hang Tuah Jaya,P.137,N.15 Pengkalan Batu,N.15,11.2,11,0.2,1.82
Pulau Pinang,P.048 Bukit Bendera,P.048,N.24 Kebun Bunga,N.24,11.2,11,0.2,1.82
Pulau Pinang,P.047 Nibong Tebal,P.047,N.20 Sungai Bakap,N.20,85.5,84,1.5,1.79
Perlis,P.002 Kangar,P.002,N.10 Kayang,N.10,29.5,29,0.5,1.72
Perlis,P.001 Padang Besar,P.001,N.03 Chuping,N.03,152.4,150,2.4,1.6
Melaka,P.135 Alor Gajah,P.135,N.09 Durian Tunggal,N.09,65.0,64,1.0,1.56
Perlis,P.003 Arau,P.003,N.13 Guar Sanji,N.13,45.7,45,0.7,1.56
Kelantan,P.022 Pasir Mas,P.022,N.12 Pengkalan Pasir,N.12,26.4,26,0.4,1.54
Selangor,P.105 Petaling Jaya,P.105,N.32 Seri Setia,N.32,34.5,34,0.5,1.47
Perak,P.058 Bagan Serai,P.058,N.12 Selinsing,N.12,263.8,260,3.8,1.46
Selangor,P.099 Ampang,P.099,N.19 Bukit Antarabangsa,N.19,14.2,14,0.2,1.43
Pulau Pinang,P.043 Bagan,P.043,N.07 Sungai Puyu,N.07,7.1,7,0.1,1.43
Perlis,P.003 Arau,P.003,N.12 Tambun Tulang,N.12,51.7,51,0.7,1.37
Melaka,P.136 Tangga Batu,P.136,N.14 Kelebang,N.14,22.3,22,0.3,1.36
Kelantan,P.019 Tumpat,P.019,N.04 Wakaf Bharu,N.04,42.5,42,0.5,1.19
Melaka,P.134 Masjid Tanah,P.134,N.04 Lendu,N.04,71.8,71,0.8,1.13
Pahang,P.088 Temerloh,P.088,N.32 Kuala Semantan,N.32,191.1,189,2.1,1.11
Selangor,P.099 Ampang,P.099,N.20 Lembah Jaya,N.20,37.4,37,0.4,1.08
Negeri Sembilan,P.127 Jempol,P.127,N.08 Bahau,N.08,48.5,48,0.5,1.04
Johor,P.143 Pagoh,P.143,N.07 Bukit Kepong,N.07,1033.5,1023,10.5,1.03
Selangor,P.111 Kota Raja,P.111,N.50 Kota Kemuning,N.50,49.5,49,0.5,1.02
Selangor,P.095 Tanjong Karang,P.095,N.08 Sungai Burong,N.08,181.8,180,1.8,1.0
Selangor,P.098 Gombak,P.098,N.18 Hulu Kelang,N.18,71.7,71,0.7,0.99
Selangor,P.103 Puchong,P.103,N.28 Seri Kembangan,N.28,21.2,21,0.2,0.95
Melaka,P.135 Alor Gajah,P.135,N.06 Rembia,N.06,54.5,54,0.5,0.93
Perak,P.070 Kampar,P.070,N.42 Keranji,N.42,54.5,54,0.5,0.93
Terengganu,P.038 Hulu Terengganu,P.038,N.23 Kuala Berang,N.23,121.1,120,1.1,0.92
Pulau Pinang,P.052 Bayan Baru,P.052,N.36 Pantai Jerejak,N.36,11.1,11,0.1,0.91
Selangor,P.104 Subang,P.104,N.30 Kinrara,N.30,44.4,44,0.4,0.91
Melaka,P.137 Hang Tuah Jaya,P.137,N.16 Ayer Keroh,N.16,35.3,35,0.3,0.86
Pulau Pinang,P.042 Tasek Gelugor,P.042,N.05 Sungai Dua,N.05,35.3,35,0.3,0.86
Kelantan,P.030 Jeli,P.030,N.38 Kuala Balah,N.38,940.0,932,8.0,0.86
Terengganu,P.037 Marang,P.037,N.18 Bukit Payung,N.18,36.3,36,0.3,0.83
Johor,P.145 Bakri,P.145,N.13 Simpang Jeram,N.13,36.3,36,0.3,0.83
Johor,P.164 Pontian,P.164,N.54 Pulai Sebatang,N.54,197.6,196,1.6,0.82
Selangor,P.098 Gombak,P.098,N.16 Sungai Tua,N.16,62.5,62,0.5,0.81
Perlis,P.003 Arau,P.003,N.11 Pauh,N.11,51.4,51,0.4,0.78
Kedah,P.016 Baling,P.016,N.30 Bayu,N.30,816.2,810,6.2,0.77
Negeri Sembilan,P.126 Jelebu,P.126,N.01 Chennah,N.01,725.5,720,5.5,0.76
Johor,P.144 Ledang,P.144,N.10 Tangkak,N.10,239.8,238,1.8,0.76
Perak,P.072 Tapah,P.072,N.47 Chenderiang,N.47,575.1,571,4.1,0.72
Kelantan,P.030 Jeli,P.030,N.36 Bukit Bunga,N.36,209.5,208,1.5,0.72
Selangor,P.111 Kota Raja,P.111,N.49 Sungai Kandis,N.49,70.5,70,0.5,0.71
Kedah,P.013 Sik,P.013,N.23 Belantek,N.23,1331.2,1322,9.2,0.7
Terengganu,P.034 Setiu,P.034,N.05 Jabi,N.05,200.4,199,1.4,0.7
Perak,P.065 Ipoh Barat,P.065,N.28 Bercham,N.28,15.1,15,0.1,0.67
Johor,P.159 Pasir Gudang,P.159,N.42 Johor Jaya,N.42,76.5,76,0.5,0.66
Pahang,P.080 Raub,P.080,N.07 Tras,N.07,426.8,424,2.8,0.66
Kelantan,P.028 Pasir Puteh,P.028,N.30 Limbongan,N.30,91.6,91,0.6,0.66
Johor,P.165 Tanjung Piai,P.165,N.55 Pekan Nanas,N.55,213.4,212,1.4,0.66
Pahang,P.086 Maran,P.086,N.26 Chenor,N.26,530.4,527,3.4,0.65
Pahang,P.091 Rompin,P.091,N.41 Muadzam Shah,N.41,1810.5,1799,11.5,0.64
Kedah,P.015 Sungai Petani,P.015,N.28 Bakar Arang,N.28,32.2,32,0.2,0.63
Terengganu,P.037 Marang,P.037,N.17 Alur Limbat,N.17,64.4,64,0.4,0.63
Pahang,P.087 Kuala Krau,P.087,N.28 Kerdau,N.28,269.7,268,1.7,0.63
Selangor,P.108 Shah Alam,P.108,N.40 Kota Anggerik,N.40,114.7,114,0.7,0.61
Perak,P.063 Tambun,P.063,N.23 Manjoi,N.23,116.7,116,0.7,0.6
Pahang,P.079 Lipis,P.079,N.05 Benta,N.05,341.0,339,2.0,0.59
Pahang,P.086 Maran,P.086,N.24 Luit,N.24,644.8,641,3.8,0.59
Terengganu,P.034 Setiu,P.034,N.07 Langkap,N.07,639.7,636,3.7,0.58
Pahang,P.081 Jerantut,P.081,N.10 Damak,N.10,547.1,544,3.1,0.57
Terengganu,P.038 Hulu Terengganu,P.038,N.24 Ajil,N.24,578.3,575,3.3,0.57
Pahang,P.090 Bera,P.090,N.38 Triang,N.38,287.6,286,1.6,0.56
Kedah,P.012 Jerai,P.012,N.20 Sungai Limau,N.20,145.8,145,0.8,0.55
Selangor,P.102 Bangi,P.102,N.26 Sungai Ramal,N.26,73.4,73,0.4,0.55
Pahang,P.089 Bentong,P.089,N.36 Pelangai,N.36,652.6,649,3.6,0.55
Pulau Pinang,P.053 Balik Pulau,P.053,N.38 Bayan Lepas,N.38,38.2,38,0.2,0.53
Pulau Pinang,P.041 Kepala Batas,P.041,N.03 Pinang Tunggal,N.03,75.4,75,0.4,0.53
Selangor,P.103 Puchong,P.103,N.29 Seri Serdang,N.29,57.3,57,0.3,0.53
Perlis,P.003 Arau,P.003,N.15 Sanglang,N.15,38.2,38,0.2,0.53
Kedah,P.012 Jerai,P.012,N.21 Guar Chempedak,N.21,99.5,99,0.5,0.51
Selangor,P.097 Selayang,P.097,N.13 Kuang,N.13,98.5,98,0.5,0.51
Pahang,P.081 Jerantut,P.081,N.11 Pulau Tawar,N.11,920.6,916,4.6,0.5
Perlis,P.001 Padang Besar,P.001,N.04 Mata Ayer,N.04,20.1,20,0.1,0.5
Melaka,P.135 Alor Gajah,P.135,N.08 Machap Jaya,N.08,161.8,161,0.8,0.5
Terengganu,P.036 Kuala Terengganu,P.036,N.13 Wakaf Mempelam,N.13,20.1,20,0.1,0.5
Selangor,P.109 Kapar,P.109,N.42 Meru,N.42,80.4,80,0.4,0.5
Selangor,P.107 Sungai Buloh,P.107,N.39 Kota Damansara,N.39,60.3,60,0.3,0.5
Johor,P.152 Kluang,P.152,N.29 Mahkota,N.29,60.3,60,0.3,0.5
Perak,P.075 Bagan Datuk,P.075,N.54 Hutan Melintang,N.54,372.8,371,1.8,0.49
Pahang,P.090 Bera,P.090,N.37 Guai,N.37,429.1,427,2.1,0.49
Pulau Pinang,P.045 Bukit Mertajam,P.045,N.14 Machang Bubuk,N.14,62.3,62,0.3,0.48
Pahang,P.084 Paya Besar,P.084,N.18 Lepar,N.18,1012.8,1008,4.8,0.48
Terengganu,P.039 Dungun,P.039,N.25 Bukit Besi,N.25,2076.8,2067,9.8,0.47
Terengganu,P.040 Kemaman,P.040,N.32 Air Putih,N.32,1619.6,1612,7.6,0.47
Selangor,P.106 Damansara,P.106,N.37 Bukit Lanjan,N.37,44.2,44,0.2,0.45
Pahang,P.085 Pekan,P.085,N.23 Chini,N.23,594.6,592,2.6,0.44
Perak,P.073 Pasir Salak,P.073,N.50 Kampong Gajah,N.50,837.7,834,3.7,0.44
Terengganu,P.035 Kuala Nerus,P.035,N.11 Seberang Takir,N.11,23.1,23,0.1,0.43
Perak,P.063 Tambun,P.063,N.24 Hulu Kinta,N.24,420.8,419,1.8,0.43
Johor,P.147 Parit Sulong,P.147,N.18 Sri Medan,N.18,304.3,303,1.3,0.43
Selangor,P.097 Selayang,P.097,N.15 Taman Templer,N.15,71.3,71,0.3,0.42
Perak,P.061 Padang Rengas,P.061,N.20 Lubok Merbau,N.20,190.8,190,0.8,0.42
Kedah,P.012 Jerai,P.012,N.22 Gurun,N.22,214.9,214,0.9,0.42
Negeri Sembilan,P.128 Seremban,P.128,N.11 Lobak,N.11,24.1,24,0.1,0.42
Perak,P.069 Parit,P.069,N.39 Belanja,N.39,289.2,288,1.2,0.42
Perak,P.067 Kuala Kangsar,P.067,N.35 Manong,N.35,269.1,268,1.1,0.41
Selangor,P.107 Sungai Buloh,P.107,N.38 Paya Jaras,N.38,73.3,73,0.3,0.41
Pahang,P.086 Maran,P.086,N.25 Kuala Sentul,N.25,442.8,441,1.8,0.41
Pahang,P.080 Raub,P.080,N.08 Dong,N.08,812.2,809,3.2,0.4
Perak,P.068 Beruas,P.068,N.38 Astaka,N.38,75.3,75,0.3,0.4
Kelantan,P.032 Gua Musang,P.032,N.45 Galas,N.45,2838.2,2827,11.2,0.4
Pahang,P.087 Kuala Krau,P.087,N.27 Jenderak,N.27,831.1,828,3.1,0.37
Selangor,P.112 Kuala Langat,P.112,N.52 Banting,N.52,84.3,84,0.3,0.36
Kelantan,P.029 Machang,P.029,N.34 Temangan,N.34,137.5,137,0.5,0.36
Terengganu,P.035 Kuala Nerus,P.035,N.09 Tepuh,N.09,226.8,226,0.8,0.35
Perak,P.070 Kampar,P.070,N.41 Malim Nawar,N.41,142.5,142,0.5,0.35
Perak,P.054 Gerik,P.054,N.01 Pengkalan Hulu,N.01,524.8,523,1.8,0.34
Pahang,P.088 Temerloh,P.088,N.31 Lanchang,N.31,952.1,949,3.1,0.33
Selangor,P.095 Tanjong Karang,P.095,N.09 Permatang,N.09,601.0,599,2.0,0.33
Negeri Sembilan,P.129 Kuala Pilah,P.129,N.16 Seri Menanti,N.16,328.0,327,1.0,0.31
Johor,P.148 Ayer Hitam,P.148,N.20 Semarang,N.20,192.6,192,0.6,0.31
Perak,P.073 Pasir Salak,P.073,N.49 Sungai Manik,N.49,230.7,230,0.7,0.3
Perak,P.061 Padang Rengas,P.061,N.19 Chenderoh,N.19,205.6,205,0.6,0.29
Negeri Sembilan,P.129 Kuala Pilah,P.129,N.17 Senaling,N.17,109.3,109,0.3,0.28
Kelantan,P.028 Pasir Puteh,P.028,N.29 Selising,N.29,106.3,106,0.3,0.28
Johor,P.164 Pontian,P.164,N.53 Benut,N.53,248.7,248,0.7,0.28
Selangor,P.096 Kuala Selangor,P.096,N.11 Ijok,N.11,110.3,110,0.3,0.27
Selangor,P.097 Selayang,P.097,N.14 Rawang,N.14,116.3,116,0.3,0.26
Perak,P.076 Teluk Intan,P.076,N.55 Pasir Bedamar,N.55,39.1,39,0.1,0.26
Negeri Sembilan,P.126 Jelebu,P.126,N.04 Klawang,N.04,229.6,229,0.6,0.26
Kelantan,P.027 Tanah Merah,P.027,N.28 Kemahang,N.28,161.4,161,0.4,0.25
Selangor,P.102 Bangi,P.102,N.25 Kajang,N.25,80.2,80,0.2,0.25
Perak,P.072 Tapah,P.072,N.48 Ayer Kuning,N.48,322.8,322,0.8,0.25
Perlis,P.001 Padang Besar,P.001,N.02 Beseri,N.02,133.3,133,0.3,0.23
Selangor,P.098 Gombak,P.098,N.17 Gombak Setia,N.17,132.3,132,0.3,0.23
Perak,P.067 Kuala Kangsar,P.067,N.34 Bukit Chandan,N.34,308.7,308,0.7,0.23
Johor,P.140 Segamat,P.140,N.02 Jementah,N.02,347.8,347,0.8,0.23
Selangor,P.113 Sepang,P.113,N.55 Dengkil,N.55,326.7,326,0.7,0.21
Terengganu,P.037 Marang,P.037,N.20 Pengkalan Berangan,N.20,485.0,484,1.0,0.21
Kelantan,P.029 Machang,P.029,N.33 Pulai Chondong,N.33,141.3,141,0.3,0.21
Kelantan,P.026 Ketereh,P.026,N.23 Melor,N.23,50.1,50,0.1,0.2
Johor,P.155 Tenggara,P.155,N.35 Pasir Raja,N.35,350.7,350,0.7,0.2
Pahang,P.087 Kuala Krau,P.087,N.29 Jengka,N.29,295.6,295,0.6,0.2
Perak,P.070 Kampar,P.070,N.43 Tualang Sekah,N.43,351.7,351,0.7,0.2
Perak,P.076 Teluk Intan,P.076,N.56 Changkat Jong,N.56,736.4,735,1.4,0.19
Pahang,P.090 Bera,P.090,N.39 Kemayan,N.39,1494.9,1492,2.9,0.19
Kedah,P.014 Merbok,P.014,N.26 Tanjong Dawai,N.26,165.3,165,0.3,0.18
Kelantan,P.024 Kubang Kerian,P.024,N.17 Salor,N.17,59.1,59,0.1,0.17
Perak,P.055 Lenggong,P.055,N.03 Kenering,N.03,1477.5,1475,2.5,0.17
Johor,P.143 Pagoh,P.143,N.08 Bukit Pasir,N.08,235.4,235,0.4,0.17
Perak,P.055 Lenggong,P.055,N.04 Kota Tampan,N.04,318.5,318,0.5,0.16
Pahang,P.091 Rompin,P.091,N.40 Bukit Ibam,N.40,2027.0,2024,3.0,0.15
Pulau Pinang,P.053 Balik Pulau,P.053,N.40 Telok Bahang,N.40,65.1,65,0.1,0.15
Terengganu,P.033 Besut,P.033,N.04 Hulu Besut,N.04,778.2,777,1.2,0.15
Kelantan,P.030 Jeli,P.030,N.37 Air Lanas,N.37,360.5,360,0.5,0.14
Negeri Sembilan,P.131 Rembau,P.131,N.28 Kota,N.28,214.3,214,0.3,0.14
Johor,P.163 Kulai,P.163,N.50 Bukit Permai,N.50,286.4,286,0.4,0.14
Kelantan,P.031 Kuala Krai,P.031,N.40 Guchil,N.40,217.3,217,0.3,0.14
Pahang,P.084 Paya Besar,P.084,N.19 Panching,N.19,171.2,171,0.2,0.12
Negeri Sembilan,P.126 Jelebu,P.126,N.02 Pertang,N.02,400.5,400,0.5,0.12
Kedah,P.009 Alor Setar,P.009,N.14 Alor Mengkudu,N.14,80.1,80,0.1,0.12
Kelantan,P.032 Gua Musang,P.032,N.44 Paloh,N.44,3049.1,3046,3.1,0.1
Pahang,P.085 Pekan,P.085,N.20 Pulau Manis,N.20,934.9,934,0.9,0.1
Kelantan,P.027 Tanah Merah,P.027,N.26 Bukit Panau,N.26,97.1,97,0.1,0.1
Perak,P.062 Sungai Siput,P.062,N.21 Lintang,N.21,1365.2,1364,1.2,0.09
Perak,P.056 Larut,P.056,N.06 Kubu Gajah,N.06,458.4,458,0.4,0.09
Melaka,P.135 Alor Gajah,P.135,N.10 Asahan,N.10,214.2,214,0.2,0.09
Kelantan,P.031 Kuala Krai,P.031,N.42 Dabong,N.42,1031.9,1031,0.9,0.09
Perak,P.058 Bagan Serai,P.058,N.11 Gunong Semanggol,N.11,266.2,266,0.2,0.08
Johor,P.149 Sri Gading,P.149,N.21 Parit Yaani,N.21,147.1,147,0.1,0.07
Perak,P.069 Parit,P.069,N.40 Bota,N.40,272.2,272,0.2,0.07
Selangor,P.101 Hulu Langat,P.101,N.23 Dusun Tua,N.23,283.2,283,0.2,0.07
Johor,P.158 Tebrau,P.158,N.41 Puteri Wangsa,N.41,159.1,159,0.1,0.06
Negeri Sembilan,P.127 Jempol,P.127,N.05 Serting,N.05,348.2,348,0.2,0.06
Negeri Sembilan,P.129 Kuala Pilah,P.129,N.15 Juasseh,N.15,206.1,206,0.1,0.05
Johor,P.151 Simpang Renggam,P.151,N.27 Layang-Layang,N.27,375.2,375,0.2,0.05
Pahang,P.079 Lipis,P.079,N.04 Cheka,N.04,481.2,481,0.2,0.04
Pahang,P.079 Lipis,P.079,N.03 Padang Tengku,N.03,2184.6,2184,0.6,0.03
Pahang,P.091 Rompin,P.091,N.42 Tioman,N.42,1567.3,1567,0.3,0.02
Pahang,P.082 Indera Mahkota,P.082,N.13 Semambu,N.13,85.0,85,0.0,0.0
Pulau Pinang,P.052 Bayan Baru,P.052,N.35 Batu Uban,N.35,9.0,9,0.0,0.0
Pulau Pinang,P.052 Bayan Baru,P.052,N.37 Batu Maung,N.37,21.0,21,0.0,0.0
Melaka,P.136 Tangga Batu,P.136,N.13 Paya Rumput,N.13,47.0,47,0.0,0.0
Selangor,P.100 Pandan,P.100,N.21 Pandan Indah,N.21,7.0,7,0.0,0.0
Kelantan,P.025 Bachok,P.025,N.22 Jelawat,N.22,122.0,122,0.0,0.0
Negeri Sembilan,P.128 Seremban,P.128,N.14 Ampangan,N.14,8.0,8,0.0,0.0
Melaka,P.134 Masjid Tanah,P.134,N.05 Taboh Naning,N.05,95.0,95,0.0,0.0
Johor,P.151 Simpang Renggam,P.151,N.26 Machap,N.26,376.0,376,0.0,0.0
Negeri Sembilan,P.131 Rembau,P.131,N.25 Paroi,N.25,104.0,104,0.0,0.0
Perak,P.056 Larut,P.056,N.07 Batu Kurau,N.07,196.0,196,0.0,0.0
Kelantan,P.022 Pasir Mas,P.022,N.11 Tendong,N.11,59.0,59,0.0,0.0
Melaka,P.139 Jasin,P.139,N.24 Bemban,N.24,119.0,119,0.0,0.0
Perak,P.064 Ipoh Timor,P.064,N.25 Canning,N.25,14.0,14,0.0,0.0
Perak,P.064 Ipoh Timor,P.064,N.26 Tebing Tinggi,N.26,21.0,21,0.0,0.0
Johor,P.150 Batu Pahat,P.150,N.23 Penggaram,N.23,30.0,30,0.0,0.0
Kelantan,P.020 Pengkalan Chepa,P.020,N.07 Panchor,N.07,31.0,31,0.0,0.0
Negeri Sembilan,P.130 Rasah,P.130,N.23 Mambau,N.23,22.0,22,0.0,0.0
Kedah,P.011 Pendang,P.011,N.19 Sungai Tiang,N.19,477.9,478,-0.1,-0.02
Johor,P.155 Tenggara,P.155,N.34 Panti,N.34,801.8,802,-0.2,-0.02
Kedah,P.014 Merbok,P.014,N.25 Bukit Selambau,N.25,285.9,286,-0.1,-0.03
Johor,P.163 Kulai,P.163,N.51 Bukit Batu,N.51,325.9,326,-0.1,-0.03
Negeri Sembilan,P.126 Jelebu,P.126,N.03 Sungai Lui,N.03,367.9,368,-0.1,-0.03
Johor,P.153 Sembrong,P.153,N.30 Paloh,N.30,927.5,928,-0.5,-0.05
Perak,P.074 Lumut,P.074,N.51 Pasir Panjang,N.51,220.9,221,-0.1,-0.05
Kelantan,P.032 Gua Musang,P.032,N.43 Nenggiri,N.43,2299.8,2301,-1.2,-0.05
Kelantan,P.023 Rantau Panjang,P.023,N.16 Apam Putra,N.16,161.9,162,-0.1,-0.06
Negeri Sembilan,P.129 Kuala Pilah,P.129,N.19 Johol,N.19,327.8,328,-0.2,-0.06
Pahang,P.089 Bentong,P.089,N.35 Sabai,N.35,414.7,415,-0.3,-0.07
Johor,P.145 Bakri,P.145,N.14 Bukit Naning,N.14,143.9,144,-0.1,-0.07
Johor,P.163 Kulai,P.163,N.52 Senai,N.52,124.9,125,-0.1,-0.08
Perlis,P.001 Padang Besar,P.001,N.01 Titi Tinggi,N.01,119.9,120,-0.1,-0.08
Perak,P.066 Batu Gajah,P.066,N.33 Tronoh,N.33,117.9,118,-0.1,-0.08
Pahang,P.085 Pekan,P.085,N.22 Bebar,N.22,2091.1,2093,-1.9,-0.09
Johor,P.152 Kluang,P.152,N.28 Mengkibol,N.28,195.8,196,-0.2,-0.1
Perak,P.062 Sungai Siput,P.062,N.22 Jalong,N.22,485.5,486,-0.5,-0.1
Kedah,P.016 Baling,P.016,N.31 Kupang,N.31,461.5,462,-0.5,-0.11
Johor,P.153 Sembrong,P.153,N.31 Kahang,N.31,936.0,937,-1.0,-0.11
Kedah,P.017 Padang Serai,P.017,N.34 Lunas,N.34,86.9,87,-0.1,-0.11
Johor,P.147 Parit Sulong,P.147,N.17 Semerah,N.17,164.8,165,-0.2,-0.12
Selangor,P.094 Hulu Selangor,P.094,N.07 Batang Kali,N.07,514.4,515,-0.6,-0.12
Kelantan,P.027 Tanah Merah,P.027,N.27 Gual Ipoh,N.27,428.5,429,-0.5,-0.12
Johor,P.148 Ayer Hitam,P.148,N.19 Yong Peng,N.19,554.3,555,-0.7,-0.13
Perak,P.066 Batu Gajah,P.066,N.31 Jelapang,N.31,76.9,77,-0.1,-0.13
Kedah,P.017 Padang Serai,P.017,N.33 Merbau Pulas,N.33,255.6,256,-0.4,-0.16
Johor,P.142 Labis,P.142,N.06 Bekok,N.06,1066.3,1068,-1.7,-0.16
Johor,P.154 Mersing,P.154,N.33 Tenggaroh,N.33,1742.1,1745,-2.9,-0.17
Negeri Sembilan,P.128 Seremban,P.128,N.10 Nilai,N.10,169.7,170,-0.3,-0.18
Kelantan,P.031 Kuala Krai,P.031,N.39 Mengkebang,N.39,553.0,554,-1.0,-0.18
Terengganu,P.039 Dungun,P.039,N.28 Paka,N.28,348.3,349,-0.7,-0.2
Johor,P.149 Sri Gading,P.149,N.22 Parit Raja,N.22,152.7,153,-0.3,-0.2
Perak,P.056 Larut,P.056,N.05 Selama,N.05,474.0,475,-1.0,-0.21
Negeri Sembilan,P.130 Rasah,P.130,N.20 Labu,N.20,143.7,144,-0.3,-0.21
Perak,P.060 Taiping,P.060,N.16 Kamunting,N.16,45.9,46,-0.1,-0.22
Kedah,P.008 Pokok Sena,P.008,N.09 Bukit Lada,N.09,227.5,228,-0.5,-0.22
Pahang,P.082 Indera Mahkota,P.082,N.12 Beserah,N.12,306.3,307,-0.7,-0.23
Johor,P.140 Segamat,P.140,N.01 Buloh Kasap,N.01,592.5,594,-1.5,-0.25
Johor,P.162 Iskandar Puteri,P.162,N.48 Skudai,N.48,37.9,38,-0.1,-0.26
Perak,P.054 Gerik,P.054,N.02 Temengor,N.02,3986.8,3998,-11.2,-0.28
Kelantan,P.024 Kubang Kerian,P.024,N.19 Demit,N.19,33.9,34,-0.1,-0.29
Melaka,P.135 Alor Gajah,P.135,N.07 Gadek,N.07,66.8,67,-0.2,-0.3
Pahang,P.081 Jerantut,P.081,N.09 Tahan,N.09,5795.7,5813,-17.3,-0.3
Pahang,P.078 Cameron Highlands,P.078,N.02 Jelai,N.02,2425.6,2433,-7.4,-0.3
Kedah,P.016 Baling,P.016,N.32 Kuala Ketil,N.32,267.2,268,-0.8,-0.3
Kedah,P.013 Sik,P.013,N.24 Jeneri,N.24,322.0,323,-1.0,-0.31
Melaka,P.134 Masjid Tanah,P.134,N.03 Ayer Limau,N.03,63.8,64,-0.2,-0.31
Johor,P.156 Kota Tinggi,P.156,N.36 Sedili,N.36,1111.2,1115,-3.8,-0.34
Johor,P.141 Sekijang,P.141,N.03 Pemanis,N.03,229.2,230,-0.8,-0.35
Terengganu,P.040 Kemaman,P.040,N.30 Kijal,N.30,548.0,550,-2.0,-0.36
Kedah,P.015 Sungai Petani,P.015,N.27 Pantai Merdeka,N.27,131.5,132,-0.5,-0.38
Melaka,P.137 Hang Tuah Jaya,P.137,N.18 Ayer Molek,N.18,52.8,53,-0.2,-0.38
Kedah,P.011 Pendang,P.011,N.18 Tokai,N.18,150.4,151,-0.6,-0.4
