state,parlimen,code_parlimen,dun,code_dun,area_compute,area_gazette,diff,diff_perc
Sarawak,P.210 Kanowit,P.210,N.43 Ngemah,N.43,1215.7,1211,4.7,0.39
Sarawak,P.220 Baram,P.220,N.66 Marudi,N.66,3551.1,3538,13.1,0.37
Sarawak,P.197 Kota Samarahan,P.197,N.14 Asajaya,N.14,372.0,371,1.0,0.27
Sarawak,P.199 Serian,P.199,N.18 Tebedu,N.18,595.4,595,0.4,0.07
Sarawak,P.207 Igan,P.207,N.38 Jemoreng,N.38,724.4,724,0.4,0.06
Sarawak,P.210 Kanowit,P.210,N.44 Machan,N.44,975.9,976,-0.1,-0.01
Sarawak,P.212 Sibu,P.212,N.49 Nangka,N.49,311.2,312,-0.8,-0.26
Sarawak,P.216 Hulu Rajang,P.216,N.56 Baleh,N.56,12298.1,12364,-65.9,-0.53
Sarawak,P.193 Santubong,P.193,N.03 Tanjong Datu,N.03,897.3,905,-7.7,-0.85
Sarawak,P.220 Baram,P.220,N.67 Telang Usan,N.67,15235.1,15386,-150.9,-0.98
Sarawak,P.202 Sri Aman,P.202,N.25 Balai Ringin,N.25,1300.4,1314,-13.6,-1.04
Sarawak,P.199 Serian,P.199,N.19 Kedup,N.19,858.1,868,-9.9,-1.14
Sarawak,P.222 Lawas,P.222,N.70 Ba'kelalan,N.70,6316.1,6398,-81.9,-1.28
Sarawak,P.214 Selangau,P.214,N.53 Kakus,N.53,5477.5,5549,-71.5,-1.29
Sarawak,P.211 Lanang,P.211,N.46 Dudong,N.46,657.3,666,-8.7,-1.31
Sarawak,P.203 Lubok Antu,P.203,N.29 Batang Air,N.29,1966.7,1996,-29.3,-1.47
Sarawak,P.212 Sibu,P.212,N.47 Bawang Assan,N.47,1057.6,1074,-16.4,-1.53
Sarawak,P.195 Bandar Kuching,P.195,N.09 Padungan,N.09,5.9,6,-0.1,-1.67
Sarawak,P.205 Saratok,P.205,N.33 Kalaka,N.33,764.4,779,-14.6,-1.87
Sarawak,P.200 Batang Sadong,P.200,N.21 Simunjan,N.21,821.1,846,-24.9,-2.94
Sarawak,P.202 Sri Aman,P.202,N.26 Bukit Begunan,N.26,1025.8,1057,-31.2,-2.95
Sarawak,P.201 Batang Lupar,P.201,N.24 Beting Maro,N.24,456.4,472,-15.6,-3.31
Sarawak,P.204 Betong,P.204,N.32 Bukit Saban,N.32,555.0,575,-20.0,-3.48
Sarawak,P.217 Bintulu,P.217,N.59 Kidurong,N.59,1665.2,1728,-62.8,-3.63
Sarawak,P.196 Stampin,P.196,N.13 Batu Kawah,N.13,147.4,154,-6.6,-4.29
Sarawak,P.206 Tanjong Manis,P.206,N.36 Semop,N.36,1191.0,1246,-55.0,-4.41
Sarawak,P.208 Sarikei,P.208,N.40 Meradong,N.40,540.5,568,-27.5,-4.84
Sarawak,P.218 Sibuti,P.218,N.61 Bekenu,N.61,1048.2,1103,-54.8,-4.97
Sarawak,P.209 Julau,P.209,N.42 Meluan,N.42,1904.9,2006,-101.1,-5.04
Sarawak,P.192 Mas Gading,P.192,N.01 Opar,N.01,946.2,1010,-63.8,-6.32
Sarawak,P.213 Mukah,P.213,N.51 Balingian,N.51,1293.4,1384,-90.6,-6.55
Sarawak,P.213 Mukah,P.213,N.50 Dalat,N.50,1483.9,1601,-117.1,-7.31
Sarawak,P.221 Limbang,P.221,N.69 Batu Danau,N.69,3439.2,3743,-303.8,-8.12
Sarawak,P.196 Stampin,P.196,N.12 Kota Sentosa,N.12,46.5,51,-4.5,-8.82
Sarawak,P.215 Kapit,P.215,N.54 Pelagus,N.54,2943.7,3251,-307.3,-9.45
Sarawak,P.194 Petra Jaya,P.194,N.07 Samariang,N.07,19.0,21,-2.0,-9.52
Sarawak,P.208 Sarikei,P.208,N.39 Repok,N.39,129.8,144,-14.2,-9.86
Sarawak,P.207 Igan,P.207,N.37 Daro,N.37,1326.7,1482,-155.3,-10.48
Sarawak,P.195 Bandar Kuching,P.195,N.10 Pending,N.10,12.5,14,-1.5,-10.71
Sarawak,P.192 Mas Gading,P.192,N.02 Tasik Biru,N.02,419.2,471,-51.8,-11.0
Sarawak,P.222 Lawas,P.222,N.71 Bukit Sari,N.71,510.0,575,-65.0,-11.3
Sarawak,P.194 Petra Jaya,P.194,N.06 Tupong,N.06,87.2,101,-13.8,-13.66
Sarawak,P.194 Petra Jaya,P.194,N.08 Satok,N.08,3.3,4,-0.7,-17.5
Sarawak,P.219 Miri,P.219,N.64 Pujut,N.64,12.8,17,-4.2,-24.71
Sarawak,P.219 Miri,P.219,N.63 Piasau,N.63,13.0,36,-23.0,-63.89
