state,parlimen,code_parlimen,dun,code_dun,area_compute,area_gazette,diff,diff_perc
Kelantan,P.031 Kuala Krai,P.031,N.39 Mengkebang,N.39,595.0,581,14.0,2.41
Selangor,P.097 Subang,P.097,N.32 Bukit Lanjan,N.32,86.0,84,2.0,2.38
Kelantan,P.023 Rantau Panjang,P.023,N.15 Bukit Tuku,N.15,138.2,135,3.2,2.37
Pahang,P.076 Raub,P.076,N.05 Benta,N.05,316.3,309,7.3,2.36
Kelantan,P.031 Kuala Krai,P.031,N.40 Manek Urai,N.40,666.3,651,15.3,2.35
Kelantan,P.022 Pasir Mas,P.022,N.11 Tendong,N.11,52.2,51,1.2,2.35
Kelantan,P.029 Machang,P.029,N.32 Pulai Chondong,N.32,146.3,143,3.3,2.31
Perlis,P.002 Kangar,P.002,N.07 Sena,N.07,26.6,26,0.6,2.31
Perlis,P.002 Kangar,P.002,N.06 Bintong,N.06,67.5,66,1.5,2.27
Kelantan,P.027 Tanah Merah,P.027,N.27 Gual Ipoh,N.27,416.1,407,9.1,2.24
Pahang,P.085 Rompin,P.085,N.37 Muadzam Shah,N.37,2004.8,1961,43.8,2.23
Negeri Sembilan,P.119 Telok Kemang,P.119,N.31 Si Rusa,N.31,142.1,139,3.1,2.23
Johor,P.126 Ledang,P.126,N.03 Tangkak,N.03,376.0,368,8.0,2.17
Perak,P.071 Lumut,P.071,N.46 Sitiawan,N.46,121.5,119,2.5,2.1
Perak,P.072 Bagan Datok,P.072,N.48 Hutan Melintang,N.48,361.4,354,7.4,2.09
Kelantan,P.030 Jeli,P.030,N.35 Kemahang,N.35,238.8,234,4.8,2.05
Terengganu,P.040 Kemaman,P.040,N.30 Kijal,N.30,546.8,536,10.8,2.01
Johor,P.144 Pontian,P.144,N.40 Kukup,N.40,366.2,359,7.2,2.01
Pulau Pinang,P.045 Bukit Mertajam,P.045,N.13 Berapit,N.13,10.2,10,0.2,2.0
Kelantan,P.032 Gua Musang,P.032,N.42 Paloh,N.42,3357.6,3292,65.6,1.99
Terengganu,P.033 Besut,P.033,N.02 Kampung Raja,N.02,93.8,92,1.8,1.96
Selangor,P.092 Ampang Jaya,P.092,N.19 Ampang,N.19,36.7,36,0.7,1.94
Johor,P.138 Senai,P.138,N.27 Kulai,N.27,328.1,322,6.1,1.89
Kelantan,P.029 Machang,P.029,N.33 Banggol Judah,N.33,260.8,256,4.8,1.88
Perak,P.057 Taiping,P.057,N.13 Kamunting,N.13,119.2,117,2.2,1.88
Selangor,P.100 Klang,P.100,N.42 Pelabuhan Klang,N.42,48.9,48,0.9,1.87
Selangor,P.099 Kapar,P.099,N.38 Meru,N.38,167.0,164,3.0,1.83
Kelantan,P.030 Jeli,P.030,N.36 Air Lanas,N.36,412.4,405,7.4,1.83
Negeri Sembilan,P.114 Jempol,P.114,N.06 Bahau,N.06,50.9,50,0.9,1.8
Pahang,P.082 Mentekab,P.082,N.26 Sanggang,N.26,249.4,245,4.4,1.8
Johor,P.139 Kota Tinggi,P.139,N.29 Sedili,N.29,1135.7,1116,19.7,1.77
Kedah,P.009 Alor Setar,P.009,N.14 Alor Merah,N.14,29.5,29,0.5,1.72
Terengganu,P.040 Kemaman,P.040,N.32 Air Putih,N.32,1603.0,1576,27.0,1.71
Kedah,P.004 Langkawi,P.004,N.02 Kuah,N.02,233.9,230,3.9,1.7
Perlis,P.001 Padang Besar,P.001,N.05 Santan,N.05,24.4,24,0.4,1.67
Selangor,P.096 Serdang,P.096,N.30 Sri Kembangan,N.30,18.3,18,0.3,1.67
Terengganu,P.040 Kemaman,P.040,N.29 Kemasik,N.29,325.3,320,5.3,1.66
Pulau Pinang,P.041 Kepala Batas,P.041,N.01 Penaga,N.01,37.6,37,0.6,1.62
Perak,P.062 Ipoh Barat,P.062,N.25 Bercham,N.25,31.5,31,0.5,1.61
Melaka,P.122 Batu Berendam,P.122,N.11 Tangga Batu,N.11,38.6,38,0.6,1.58
Perlis,P.001 Padang Besar,P.001,N.04 Mata Ayer,N.04,19.3,19,0.3,1.58
Negeri Sembilan,P.119 Telok Kemang,P.119,N.29 Linggi,N.29,254.9,251,3.9,1.55
Kedah,P.005 Jerlun,P.005,N.04 Kota Siputeh,N.04,185.8,183,2.8,1.53
Kelantan,P.027 Tanah Merah,P.027,N.26 Bukit Panau,N.26,135.0,133,2.0,1.5
Terengganu,P.034 Setiu,P.034,N.05 Jabi,N.05,193.8,191,2.8,1.47
Selangor,P.091 Gombak,P.091,N.16 Sungai Tua,N.16,103.5,102,1.5,1.47
Kedah,P.008 Pokok Sena,P.008,N.11 Tanjong Seri,N.11,90.3,89,1.3,1.46
Pulau Pinang,P.044 Permatang Pauh,P.044,N.10 Seberang Jaya,N.10,21.3,21,0.3,1.43
Selangor,P.098 Shah Alam,P.098,N.37 Kota Raja,N.37,107.5,106,1.5,1.42
Selangor,P.086 Sabak Bernam,P.086,N.01 Sungai Air Tawar,N.01,165.3,163,2.3,1.41
Terengganu,P.039 Dungun,P.039,N.25 Bukit Besi,N.25,2178.2,2148,30.2,1.41
Perak,P.065 Beruas,P.065,N.31 Pengkalan Baharu,N.31,398.5,393,5.5,1.4
Pahang,P.079 Paya Besar,P.079,N.15 Sungai Lembing,N.15,1111.1,1096,15.1,1.38
Pulau Pinang,P.047 Bukit Bendera,P.047,N.20 Air Itam,N.20,29.4,29,0.4,1.38
Pulau Pinang,P.047 Bukit Bendera,P.047,N.19 Tanjong Bunga,N.19,22.3,22,0.3,1.36
Kelantan,P.028 Pasir Puteh,P.028,N.28 Selising,N.28,107.4,106,1.4,1.32
Selangor,P.099 Kapar,P.099,N.39 Sementa,N.39,123.6,122,1.6,1.31
Pahang,P.075 Lipis,P.075,N.04 Ceka,N.04,525.5,519,6.5,1.25
Kedah,P.006 Kubang Pasu,P.006,N.05 Tunjang,N.05,458.6,453,5.6,1.24
Johor,P.140 Tebrau,P.140,N.31 Tiram,N.31,320.9,317,3.9,1.23
Perak,P.063 Batu Gajah,P.063,N.28 Lahat,N.28,91.1,90,1.1,1.22
Kedah,P.007 Padang Terap,P.007,N.07 Kuala Nerang,N.07,664.4,657,7.4,1.13
Pulau Pinang,P.042 Tasek Gelugor,P.042,N.04 Permatang Berangan,N.04,56.6,56,0.6,1.07
Perak,P.058 Chenderoh,P.058,N.16 Lenggong,N.16,392.1,388,4.1,1.06
Johor,P.127 Pagoh,P.127,N.06 Jorak,N.06,449.7,445,4.7,1.06
Pulau Pinang,P.050 Bayan Baru,P.050,N.29 Paya Terubong,N.29,19.2,19,0.2,1.05
Perak,P.059 Sungai Siput,P.059,N.18 Lintang,N.18,1112.3,1101,11.3,1.03
Negeri Sembilan,P.118 Rasah,P.118,N.23 Labu,N.23,147.5,146,1.5,1.03
Perak,P.052 Gerik,P.052,N.02 Temengor,N.02,3949.0,3909,40.0,1.02
Kedah,P.013 Sik,P.013,N.23 Jeneri,N.23,340.4,337,3.4,1.01
Pulau Pinang,P.043 Bagan,P.043,N.07 Sungai Puyu,N.07,10.1,10,0.1,1.0
Selangor,P.093 Hulu Langat,P.093,N.24 Beranang,N.24,359.5,356,3.5,0.98
Perak,P.055 Bagan Serai,P.055,N.09 Gunong Semanggol,N.09,241.3,239,2.3,0.96
Terengganu,P.035 Kuala Nerus,P.035,N.11 Seberang Takir,N.11,21.2,21,0.2,0.95
Terengganu,P.039 Dungun,P.039,N.28 Paka,N.28,359.3,356,3.3,0.93
Pulau Pinang,P.046 Nibong Tebal,P.046,N.16 Sungai Bakap,N.16,97.9,97,0.9,0.93
Kedah,P.016 Baling,P.016,N.31 Kupang,N.31,359.3,356,3.3,0.93
Johor,P.135 Batu Pahat,P.135,N.21 Penggaram,N.21,179.6,178,1.6,0.9
Kedah,P.016 Baling,P.016,N.30 Bayu,N.30,757.6,751,6.6,0.88
Selangor,P.101 Kuala Langat,P.101,N.45 Morib,N.45,116.0,115,1.0,0.87
Johor,P.129 Mersing,P.129,N.10 Tenggaroh,N.10,2901.1,2876,25.1,0.87
Perak,P.055 Bagan Serai,P.055,N.08 Alor Pongsu,N.08,338.9,336,2.9,0.86
Perak,P.073 Telok Intan,P.073,N.50 Changkat Jong,N.50,752.3,746,6.3,0.84
Perak,P.067 Gopeng,P.067,N.36 Teja,N.36,411.4,408,3.4,0.83
Melaka,P.123 Kota Melaka,P.123,N.19 Duyong,N.19,12.1,12,0.1,0.83
Terengganu,P.035 Kuala Nerus,P.035,N.09 Tepuh,N.09,233.9,232,1.9,0.82
Negeri Sembilan,P.113 Jelebu,P.113,N.02 Klawang,N.02,230.8,229,1.8,0.79
Selangor,P.098 Shah Alam,P.098,N.35 Batu Tiga,N.35,39.3,39,0.3,0.77
Kelantan,P.029 Machang,P.029,N.34 Kemuning,N.34,131.0,130,1.0,0.77
Selangor,P.096 Serdang,P.096,N.31 Balakong,N.31,54.4,54,0.4,0.74
Johor,P.131 Parit Sulong,P.131,N.14 Semerah,N.14,166.2,165,1.2,0.73
Johor,P.126 Ledang,P.126,N.04 Serom,N.04,277.0,275,2.0,0.73
Pahang,P.083 Bentung,P.083,N.30 Sabai,N.30,350.5,348,2.5,0.72
Pahang,P.080 Pekan,P.080,N.19 Bebar,N.19,1995.3,1981,14.3,0.72
Perlis,P.003 Arau,P.003,N.12 Tambun Tulang,N.12,42.3,42,0.3,0.71
Selangor,P.096 Serdang,P.096,N.29 Pucung,N.29,99.7,99,0.7,0.71
Perak,P.074 Tanjong Malim,P.074,N.52 Slim,N.52,1174.2,1166,8.2,0.7
Terengganu,P.037 Marang,P.037,N.20 Pengkalan Berangan,N.20,486.3,483,3.3,0.68
Pahang,P.076 Raub,P.076,N.06 Batu Talam,N.06,1107.5,1100,7.5,0.68
Johor,P.143 Gelang Patah,P.143,N.37 Tanjong Kupang,N.37,343.3,341,2.3,0.67
Negeri Sembilan,P.117 Seremban,P.117,N.18 Nilai,N.18,164.1,163,1.1,0.67
Johor,P.125 Segamat,P.125,N.01 Sepinang,N.01,853.6,848,5.6,0.66
Negeri Sembilan,P.114 Jempol,P.114,N.07 Jeram Padang,N.07,346.2,344,2.2,0.64
Perlis,P.001 Padang Besar,P.001,N.03 Chuping,N.03,143.9,143,0.9,0.63
Melaka,P.122 Batu Berendam,P.122,N.14 Bachang,N.14,16.1,16,0.1,0.63
Kelantan,P.025 Bachok,P.025,N.21 Jelawat,N.21,128.8,128,0.8,0.63
Terengganu,P.033 Besut,P.033,N.03 Jertih,N.03,130.8,130,0.8,0.62
Negeri Sembilan,P.117 Seremban,P.117,N.20 Senawang,N.20,114.7,114,0.7,0.61
Perak,P.064 Kuala Kangsar,P.064,N.29 Bukit Chandan,N.29,333.0,331,2.0,0.6
Kelantan,P.022 Pasir Mas,P.022,N.12 Pengkalan Pasir,N.12,35.2,35,0.2,0.57
Pulau Pinang,P.042 Tasek Gelugor,P.042,N.05 Sungai Dua,N.05,35.2,35,0.2,0.57
Johor,P.136 Tenggara,P.136,N.23 Panti,N.23,556.1,553,3.1,0.56
Negeri Sembilan,P.116 Kuala Pilah,P.116,N.17 Seri Menanti,N.17,331.8,330,1.8,0.55
Selangor,P.086 Sabak Bernam,P.086,N.03 Sungai Besar,N.03,93.5,93,0.5,0.54
Selangor,P.097 Subang,P.097,N.34 Subang Jaya,N.34,37.2,37,0.2,0.54
Kedah,P.010 Kuala Kedah,P.010,N.15 Anak Bukit,N.15,76.4,76,0.4,0.53
Kedah,P.018 Kulim-Bandar Baharu,P.018,N.35 Kulim,N.35,411.1,409,2.1,0.51
Pulau Pinang,P.045 Bukit Mertajam,P.045,N.14 Machang Bubuk,N.14,59.3,59,0.3,0.51
Selangor,P.088 Hulu Selangor,P.088,N.09 Batang Kali,N.09,497.4,495,2.4,0.48
Selangor,P.090 Selayang,P.090,N.13 Rawang,N.13,168.8,168,0.8,0.48
Negeri Sembilan,P.113 Jelebu,P.113,N.03 Pertang,N.03,433.0,431,2.0,0.46
Terengganu,P.038 Hulu Terengganu,P.038,N.22 Manir,N.22,66.3,66,0.3,0.45
Pulau Pinang,P.041 Kepala Batas,P.041,N.03 Pinang Tunggal,N.03,74.3,74,0.3,0.41
Johor,P.138 Senai,P.138,N.28 Bukit Permai,N.28,558.3,556,2.3,0.41
Selangor,P.102 Sepang,P.102,N.48 Sungai Pelik,N.48,270.1,269,1.1,0.41
Terengganu,P.034 Setiu,P.034,N.07 Langkap,N.07,628.5,626,2.5,0.4
Perak,P.069 Tapah,P.069,N.40 Chenderiang,N.40,663.5,661,2.5,0.38
Perak,P.070 Pasir Salak,P.070,N.42 Sungai Manik,N.42,217.8,217,0.8,0.37
Johor,P.128 Labis,P.128,N.08 Bekok,N.08,1212.5,1208,4.5,0.37
Selangor,P.087 Tanjong Karang,P.087,N.06 Sungai Burong,N.06,431.6,430,1.6,0.37
Selangor,P.089 Kuala Selangor,P.089,N.11 Ijuk,N.11,354.3,353,1.3,0.37
Selangor,P.101 Kuala Langat,P.101,N.43 Sijangkang,N.43,257.9,257,0.9,0.35
Kedah,P.012 Yan,P.012,N.21 Guar Chempedak,N.21,113.4,113,0.4,0.35
Melaka,P.120 Alor Gajah,P.120,N.04 Masjid Tanah,N.04,87.3,87,0.3,0.34
Johor,P.142 Pulai,P.142,N.36 Kempas,N.36,29.1,29,0.1,0.34
Perak,P.070 Pasir Salak,P.070,N.43 Kampong Gajah,N.43,829.5,827,2.5,0.3
